QuotationID	QuotationText	Location
34085982	Hyperion to a satyr; so loving to my mother,<br>That he might not beteem the winds of heaven<br>Visit her face too roughly.	<i>Hamlet</i>, Act I Scene 2
34085983	Why, she would hang on him,<br>As if increase of appetite had grown<br>By what it fed on.	<i>Hamlet</i>, Act I Scene 2
34085984	Frailty, thy name is woman!	<i>Hamlet</i>, Act I Scene 2
34085985	A little month.	<i>Hamlet</i>, Act I Scene 2
34085986	Like Niobe, all tears.	<i>Hamlet</i>, Act I Scene 2
34085987	A beast, that wants discourse of reason.	<i>Hamlet</i>, Act I Scene 2
34085988	My father's brother, but no more like my father<br>Than I to Hercules.	<i>Hamlet</i>, Act I Scene 2
34085989	It is not nor it cannot come to good.	<i>Hamlet</i>, Act I Scene 2
34085990	Thrift, thrift, Horatio! the funeral baked meats<br>Did coldly furnish forth the marriage tables.<br>Would I had met my dearest foe in heaven<br>Or ever I had seen that day.	<i>Hamlet</i>, Act I Scene 2
34085991	In my mind's eye, Horatio.	<i>Hamlet</i>, Act I Scene 2
34085992	He was a man, take him for all in all,<br>I shall not look upon his like again.	<i>Hamlet</i>, Act I Scene 2
34085993	Season your admiration for a while.	<i>Hamlet</i>, Act I Scene 2
34085994	In the dead vast and middle of the night.	<i>Hamlet</i>, Act I Scene 2
34085995	Arm'd at point exactly, cap-a-pe.	<i>Hamlet</i>, Act I Scene 2
34085996	A countenance more in sorrow than in anger.	<i>Hamlet</i>, Act I Scene 2
34085997	While one with moderate haste might tell a hundred.	<i>Hamlet</i>, Act I Scene 2
34085998	Ham. His beard was grizzled,ùno?<br>Hor. It was, as I have seen it in his life,<br>A sable silver'd.	<i>Hamlet</i>, Act I Scene 2
34085999	Let it be tenable in your silence still.	<i>Hamlet</i>, Act I Scene 2
34086000	Give it an understanding, but no tongue.	<i>Hamlet</i>, Act I Scene 2
34086001	Upon the platform,'twixt eleven and twelve.	<i>Hamlet</i>, Act I Scene 2
34086002	Foul deeds will rise,<br>Though all the earth o'erwhelm them, to men's eyes.	<i>Hamlet</i>, Act I Scene 2
34086003	A violet in the youth of primy nature,<br>Forward, not permanent, sweet, not lasting,<br>The perfume and suppliance of a minute.	<i>Hamlet</i>, Act I Scene 3
34086004	Do not, as some ungracious pastors do,<br>Show me the steep and thorny way to heaven;<br>Whiles, like a puff'd and reckless libertine,<br>Himself the primrose path of dalliance treads,<br>And recks not his own rede.	<i>Hamlet</i>, Act I Scene 3
34086005	Give thy thoughts no tongue.	<i>Hamlet</i>, Act I Scene 3
34086006	Be thou familiar, but by no means vulgar.	<i>Hamlet</i>, Act I Scene 3
34086007	Beware<br>Of entrance to a quarrel; but being in,<br>Bear't that the opposed may beware of thee.<br>Give every man thy ear, but few thy voice;<br>Take each man's censure, but reserve thy judgment.	<i>Hamlet</i>, Act I Scene 3
34086008	Neither a borrower nor a lender be;<br>For loan oft loses both itself and friend,<br>And borrowing dulls the edge of husbandry.<br>This above all: to thine own self be true,<br>And it must follow, as the night the day...	<i>Hamlet</i>, Act I Scene 3
34086009	Springes to catch woodcocks.	<i>Hamlet</i>, Act I Scene 3
34086010	When the blood burns, how prodigal the soul<br>Lends the tongue vows.	<i>Hamlet</i>, Act I Scene 3
34086011	Be somewhat scanter of your maiden presence.	<i>Hamlet</i>, Act I Scene 3
34086012	Ham. The air bites shrewdly; it is very cold.<br>Hor. It is a nipping and an eager air.	<i>Hamlet</i>, Act I Scene 4
34086013	But to my mind, though I am native here<br>And to the manner born, it is a custom<br>More honoured in the breach than the observance.	<i>Hamlet</i>, Act I Scene 4
34086014	Angels and ministers of grace, defend us!	<i>Hamlet</i>, Act I Scene 4
34086015	I do not set my life at a pin's fee.	<i>Hamlet</i>, Act I Scene 4
34086016	My fate cries out,<br>And makes each petty artery in this body<br>As hardy as the Nemean lion's nerve.	<i>Hamlet</i>, Act I Scene 4
34086017	Unhand me, gentlemen.<br>By heaven, I'll make a ghost of him that lets me!	<i>Hamlet</i>, Act I Scene 4
34086018	Something is rotten in the state of Denmark.	<i>Hamlet</i>, Act I Scene 4
34086019	I am thy father's spirit,<br>Doom'd for a certain term to walk the night,<br>And for the day confin'd to fast in fires,	<i>Hamlet</i>, Act I Scene 5
34086020	And duller shouldst thou be than the fat weed<br>That roots itself...	<i>Hamlet</i>, Act I Scene 5
34086021	O my prophetic soul!<br>My uncle!	<i>Hamlet</i>, Act I Scene 5
34086022	O Hamlet, what a falling-off was there!	<i>Hamlet</i>, Act I Scene 5
34086023	But, soft! methinks I scent the morning air;<br>Brief let me be. Sleeping within my orchard,<br>My custom always of the afternoon.	<i>Hamlet</i>, Act I Scene 5
34086024	Cut off even in the blossoms of my sin,<br>Unhousell'd, disappointed, unaneled,<br>No reckoning made, but sent to my account<br>With all my imperfections on my head.	<i>Hamlet</i>, Act I Scene 5
34086025	Leave her to heaven<br>And to those thorns that in her bosom lodge,<br>To prick and sting her.	<i>Hamlet</i>, Act I Scene 5
34086026	The glow-worm shows the matin to be near,<br>And'gins to pale his uneffectual fire.	<i>Hamlet</i>, Act I Scene 5
34086027	While memory holds a seat<br>In this distracted globe. Remember thee!<br>Yea, from the table of my memory<br>I'll wipe away all trivial fond records.	<i>Hamlet</i>, Act I Scene 5
34086028	Within the book and volume of my brain.	<i>Hamlet</i>, Act I Scene 5
34086029	O villain, villain, smiling, damned villain!<br>My tables,ùmeet it is I set it down,<br>That one may smile, and smile, and be a villain:<br>At least I'm sure it may be so in Denmark.	<i>Hamlet</i>, Act I Scene 5
34086030	Ham. There's ne'er a villain dwelling in all Denmark<br>But he's an arrant knave.<br>Hor. There needs no ghost, my lord, come from the grave<br>To tell us this.	<i>Hamlet</i>, Act I Scene 5
34086031	Every man has business and desire,<br>Such as it is.	<i>Hamlet</i>, Act I Scene 5
34086032	Art thou there, truepenny?<br>Come onùyou hear this fellow in the cellarage.	<i>Hamlet</i>, Act I Scene 5
34086033	O day and night, but this is wondrous strange!	<i>Hamlet</i>, Act I Scene 5
34086034	There are more things in heaven and earth, Horatio,<br>Than are dreamt of in your philosophy.	<i>Hamlet</i>, Act I Scene 5
34086035	Rest, rest, perturbed spirit!	<i>Hamlet</i>, Act I Scene 5
34086036	The time is out of joint: O cursed spite,<br>That ever I was born to set it right!	<i>Hamlet</i>, Act I Scene 5
34086037	The flash and outbreak of a fiery mind,<br>A savageness in unreclaimed blood.	<i>Hamlet</i>, Act II Scene 1
34086038	This is the very ecstasy of love.	<i>Hamlet</i>, Act II Scene 1
34086039	Brevity is the soul of wit.	<i>Hamlet</i>, Act II Scene 2
34086040	More matter, with less art.	<i>Hamlet</i>, Act II Scene 2
34086041	That he is mad,'t is true:'t is true't is pity;<br>And pity't is't is true.	<i>Hamlet</i>, Act II Scene 2
34086042	Find out the cause of this effect,<br>Or rather say, the cause of this defect,<br>For this effect defective comes by cause.	<i>Hamlet</i>, Act II Scene 2
34086043	Doubt thou the stars are fire;<br>  Doubt that the sun doth move;<br>Doubt truth to be a liar;<br>  But never doubt I love.	<i>Hamlet</i>, Act II Scene 2
34086044	To be honest as this world goes, is to be one man picked out of ten thousand.	<i>Hamlet</i>, Act II Scene 2
34086045	Still harping on my daughter.	<i>Hamlet</i>, Act II Scene 2
34086046	Pol. What do you read, my lord?<br>Ham. Words, words, words.	<i>Hamlet</i>, Act II Scene 2
34086047	They have a plentiful lack of wit.	<i>Hamlet</i>, Act II Scene 2
34086048	Though this be madness, yet there is method in't.	<i>Hamlet</i>, Act II Scene 2
34086049	On fortune's cap we are not the very button.	<i>Hamlet</i>, Act II Scene 2
34086050	There is nothing either good or bad, but thinking makes it so.	<i>Hamlet</i>, Act II Scene 2
34086051	A dream itself is but a shadow.	<i>Hamlet</i>, Act II Scene 2
34086052	Beggar that I am, I am even poor in thanks.	<i>Hamlet</i>, Act II Scene 2
34086053	Man delights not me: no, nor woman neither.	<i>Hamlet</i>, Act II Scene 2
34086054	There is something in this more than natural, if philosophy could find it out.	<i>Hamlet</i>, Act II Scene 2
34086055	I know a hawk from a handsaw.	<i>Hamlet</i>, Act II Scene 2
34086056	O Jephthah, judge of Israel, what a treasure hadst thou!	<i>Hamlet</i>, Act II Scene 2
34086057	One fair daughter and no more,<br>The which he loved passing well.	<i>Hamlet</i>, Act II Scene 2
34086058	Come, give us a taste of your quality.	<i>Hamlet</i>, Act II Scene 2
34086059	The play, I remember, pleased not the million;'t was caviare to the general.	<i>Hamlet</i>, Act II Scene 2
34086060	Although the last, not least.	<i>King Lear</i>, Act I Scene 1
34086061	Nothing will come of nothing.	<i>King Lear</i>, Act I Scene 1
34086062	Mend your speech a little,<br>Lest it may mar your fortunes.	<i>King Lear</i>, Act I Scene 1
34086063	I want that glib and oily art,<br>To speak and purpose not.	<i>King Lear</i>, Act I Scene 1
34086064	A still-soliciting eye, and such a tongue<br>As I am glad I have not.	<i>King Lear</i>, Act I Scene 1
34086065	Time shall unfold what plaited cunning hides.	<i>King Lear</i>, Act I Scene 1
34086066	As if we were villains by necessity; fools by heavenly compulsion.	<i>King Lear</i>, Act I Scene 2
34086067	That which ordinary men are fit for, I am qualified in; and the best of me is diligence.	<i>King Lear</i>, Act I Scene 4
34086068	Ingratitude, thou marble-hearted fiend!	<i>King Lear</i>, Act I Scene 4
34086069	How sharper than a serpent's tooth it is<br>To have a thankless child!	<i>King Lear</i>, Act I Scene 4
34086070	Striving to better, oft we mar what's well.	<i>King Lear</i>, Act I Scene 4
34086071	Hysterica passio, down, thou climbing sorrow,<br>Thy element's below.	<i>King Lear</i>, Act II Scene 4
34086072	Nature in you stands on the very verge<br>Of her confine.	<i>King Lear</i>, Act II Scene 4
34086073	Necessity's sharp pinch!	<i>King Lear</i>, Act II Scene 4
34086074	Let not women's weapons, water-drops,<br>Stain my man's cheeks!	<i>King Lear</i>, Act II Scene 4
34086075	Blow, winds, and crack your cheeks! rage! blow!	<i>King Lear</i>, Act III Scene 2
34086076	I tax not you, you elements, with unkindness.	<i>King Lear</i>, Act III Scene 2
34086077	A poor, infirm, weak, and despised old man.	<i>King Lear</i>, Act III Scene 2
34086078	There was never yet fair woman but she made mouths in a glass.	<i>King Lear</i>, Act III Scene 2
34086079	Tremble, thou wretch,<br>That hast within thee undivulged crimes,<br>Unwhipp'd of justice.	<i>King Lear</i>, Act III Scene 2
34086080	I am a man<br>More sinn'd against than sinning.	<i>King Lear</i>, Act III Scene 2
34086081	Oh, that way madness lies; let me shun that.	<i>King Lear</i>, Act III Scene 4
34086082	Poor naked wretches, wheresoe'er you are,<br>That bide the pelting of this pitiless storm,<br>How shall your houseless heads and unfed sides,<br>Your looped and windowed raggedness, defend you<br>From seasons such as these?	<i>King Lear</i>, Act III Scene 4
34086083	Take physic, pomp;<br>Expose thyself to feel what wretches feel.	<i>King Lear</i>, Act III Scene 4
34086084	Out-paramoured the Turk.	<i>King Lear</i>, Act III Scene 4
34086085	'T is a naughty night to swim in.	<i>King Lear</i>, Act III Scene 4
34086086	The green mantle of the standing pool.	<i>King Lear</i>, Act III Scene 4
34086087	But mice and rats, and such small deer,<br>Have been Tom's food for seven long year.	<i>King Lear</i>, Act III Scene 4
34086088	The prince of darkness is a gentleman.	<i>King Lear</i>, Act III Scene 4
34086089	Poor Tom's a-cold.	<i>King Lear</i>, Act III Scene 4
34086090	I'll talk a word with this same learned Theban.	<i>King Lear</i>, Act III Scene 4
34086091	Child Rowland to the dark tower came,<br>His word was still,ùFie, foh, and fum,<br>I smell the blood of a British man.	<i>King Lear</i>, Act III Scene 4
34086092	The little dogs and all,<br>Tray, Blanch, and Sweetheart, see, they bark at me.	<i>King Lear</i>, Act III Scene 6
34086093	Mastiff, greyhound, mongrel grim,<br>Hound or spaniel, brach or lym,<br>Or bobtail tike or trundle-tail.	<i>King Lear</i>, Act III Scene 6
34086094	I am tied to the stake, and I must stand the course.	<i>King Lear</i>, Act III Scene 7
34086095	The lowest and most dejected thing of fortune.	<i>King Lear</i>, Act IV Scene 1
34086096	The worst is not<br>So long as we can say, "This is the worst."	<i>King Lear</i>, Act IV Scene 1
34086097	Patience and sorrow strove<br>Who should express her goodliest.	<i>King Lear</i>, Act IV Scene 3
34086098	Half way down<br>Hangs one that gathers samphire, dreadful trade!<br>Methinks he seems no bigger than his head:<br>The fishermen that walk upon the beach<br>Appear like mice.	<i>King Lear</i>, Act IV Scene 6
34086099	Nature's above art in that respect.	<i>King Lear</i>, Act IV Scene 6
34086100	Ay, every inch a king.	<i>King Lear</i>, Act IV Scene 6
34086101	Give me an ounce of civet, good apothecary, to sweeten my imagination.	<i>King Lear</i>, Act IV Scene 6
34086102	A man may see how this world goes with no eyes. Look with thine ears: see how yond justice rails upon yond simple thief. Hark, in thine ear: change places; and, handy-dandy, which is the justice, which is the thief?	<i>King Lear</i>, Act IV Scene 6
34086103	Through tatter'd clothes small vices do appear;<br>Robes and furr'd gowns hide all.	<i>King Lear</i>, Act IV Scene 6
34086104	Mine enemy's dog,<br>Though he had bit me, should have stood that night<br>Against my fire.	<i>King Lear</i>, Act IV Scene 7
34086105	Pray you now, forget and forgive.	<i>King Lear</i>, Act IV Scene 7
34086106	Upon such sacrifices, my Cordelia,<br>The gods themselves throw incense.	<i>King Lear</i>, Act V Scene 3
34086107	The gods are just, and of our pleasant vices<br>Make instruments to plague us.	<i>King Lear</i>, Act V Scene 3
34086108	Her voice was ever soft,<br>Gentle, and low,ùan excellent thing in woman.	<i>King Lear</i>, Act V Scene 3
34086109	Vex not his ghost: O, let him pass! he hates him much<br>That would upon the rack of this tough world<br>Stretch him out longer.	<i>King Lear</i>, Act V Scene 3
34086110	That never set a squadron in the field,<br>Nor the division of a battle knows.	<i>Othello</i>, Act I Scene 1
34086111	The bookish theoric.	<i>Othello</i>, Act I Scene 1
34086112	'T is the curse of service,<br>Preferment goes by letter and affection,<br>And not by old gradation, where each second<br>Stood heir to the first.	<i>Othello</i>, Act I Scene 1
34086113	We cannot all be masters, nor all masters<br>Cannot be truly follow'd.	<i>Othello</i>, Act I Scene 1
34086114	Whip me such honest knaves.	<i>Othello</i>, Act I Scene 1
34086115	I will wear my heart upon my sleeve<br>For daws to peck at.	<i>Othello</i>, Act I Scene 1
34086116	You are one of those that will not serve God, if the devil bid you.	<i>Othello</i>, Act I Scene 1
34086117	The wealthy curled darlings of our nation.	<i>Othello</i>, Act I Scene 2
34086118	I do perceive here a divided duty.	<i>Othello</i>, Act I Scene 3
34086119	The robb'd that smiles, steals something from the thief.	<i>Othello</i>, Act I Scene 3
34086120	The tyrant custom, most grave senators,<br>Hath made the flinty and steel couch of war<br>My thrice-driven bed of down.	<i>Othello</i>, Act I Scene 3
34086121	I saw Othello's visage in his mind.	<i>Othello</i>, Act I Scene 3
34086122	Put money in thy purse.	<i>Othello</i>, Act I Scene 3
34086123	The food that to him now is as luscious as locusts, shall be to him shortly as bitter as coloquintida.	<i>Othello</i>, Act I Scene 3
34086124	Framed to make women false.	<i>Othello</i>, Act I Scene 3
34086125	One that excels the quirks of blazoning pens.	<i>Othello</i>, Act II Scene 1
34086126	For I am nothing, if not critical.	<i>Othello</i>, Act II Scene 1
34086127	I am not merry; but I do beguile<br>The thing I am, by seeming otherwise.	<i>Othello</i>, Act II Scene 1
34086128	She that was ever fair and never proud,<br>Had tongue at will, and yet was never loud.	<i>Othello</i>, Act II Scene 1
34086129	She was a wight, if ever such wight were,ù<br>Des. To do what?<br>Iago. To suckle fools and chronicle small beer.<br>Des. O most lame and impotent conclusion!	<i>Othello</i>, Act II Scene 1
34086130	You may relish him more in the soldier than in the scholar.	<i>Othello</i>, Act II Scene 1
34086131	If after every tempest come such calms,<br>May the winds blow till they have waken'd death!	<i>Othello</i>, Act II Scene 1
34086132	Egregiously an ass.	<i>Othello</i>, Act II Scene 1
34086133	I have very poor and unhappy brains for drinking.	<i>Othello</i>, Act II Scene 3
34086134	Potations pottle-deep.	<i>Othello</i>, Act II Scene 3
34086135	King Stephen was a worthy peer,<br>  His breeches cost him but a crown;<br>He held them sixpence all too dear,ù<br>  With that he called the tailor lown.	<i>Othello</i>, Act II Scene 3
34086136	Silence that dreadful bell: it frights the isle<br>From her propriety.	<i>Othello</i>, Act II Scene 3
34086137	Your name is great<br>In mouths of wisest censure.	<i>Othello</i>, Act II Scene 3
34086138	Thy honesty and love doth mince this matter.	<i>Othello</i>, Act II Scene 3
34086139	Cassio, I love thee;<br>But never more be officer of mine.	<i>Othello</i>, Act II Scene 3
34086140	Iago. What, are you hurt, lieutenant?<br>Cas. Ay, past all surgery.	<i>Othello</i>, Act II Scene 3
34086141	Reputation, reputation, reputation! Oh, I have lost my reputation! I have lost the immortal part of myself, and what remains is bestial.	<i>Othello</i>, Act II Scene 3
34086142	O thou invisible spirit of wine, if thou hast no name to be known by, let us call thee devil!	<i>Othello</i>, Act II Scene 3
34086143	O God, that men should put an enemy in their mouths to steal away their brains!	<i>Othello</i>, Act II Scene 3
34086144	Cas. Every inordinate cup is unbless'd, and the ingredient is a devil.<br>Iago. Come, come, good wine is a good familiar creature, if it be well used.	<i>Othello</i>, Act II Scene 3
34086145	How poor are they that have not patience!	<i>Othello</i>, Act II Scene 3
34086146	Excellent wretch! Perdition catch my soul,<br>But I do love thee! and when I love thee not,<br>Chaos is come again.	<i>Othello</i>, Act III Scene 3
34086147	Speak to me as to thy thinkings,<br>As thou dost ruminate, and give thy worst of thoughts<br>The worst of words.	<i>Othello</i>, Act III Scene 3
34086148	O, beware, my lord, of jealousy!<br>It is the green-eyed monster which doth mock<br>The meat it feeds on.	<i>Othello</i>, Act III Scene 3
34086149	But, O, what damned minutes tells he o'er<br>Who dotes, yet doubts, suspects, yet strongly.	<i>Othello</i>, Act III Scene 3
34086150	Poor and content is rich and rich enough.	<i>Othello</i>, Act III Scene 3
34086151	To be once in doubt<br>Is once to be resolv'd.	<i>Othello</i>, Act III Scene 3
34086152	If I do prove her haggard,<br>Though that her jesses were my dear heart-strings,<br>I'ld whistle her off and let her down the wind,<br>To prey at fortune.	<i>Othello</i>, Act III Scene 3
34086153	I am declined<br>Into the vale of years.	<i>Othello</i>, Act III Scene 3
34086154	O curse of marriage,<br>That we can call these delicate creatures ours,<br>And not their appetites! I had rather be a toad,<br>And live upon the vapour of a dungeon,<br>Than keep a corner in the thing I love<br>For others' uses.	<i>Othello</i>, Act III Scene 3
34086155	Trifles light as air<br>Are to the jealous confirmations strong<br>As proofs of holy writ.	<i>Othello</i>, Act III Scene 3
34086156	Not poppy, nor mandragora,<br>Nor all the drowsy syrups of the world,<br>Shall ever medicine thee to that sweet sleep<br>Which thou owedst yesterday.	<i>Othello</i>, Act III Scene 3
34086157	I swear't is better to be much abused<br>Than but to know't a little.	<i>Othello</i>, Act III Scene 3
34086158	He that is robb'd, not wanting what is stolen,<br>Let him not know't, and he's not robb'd at all.	<i>Othello</i>, Act III Scene 3
34086159	Be sure of it; give me the ocular proof.	<i>Othello</i>, Act III Scene 3
34086160	No hinge nor loop<br>To hang a doubt on.	<i>Othello</i>, Act III Scene 3
34086161	On horror's head horrors accumulate.	<i>Othello</i>, Act III Scene 3
34086162	Take note, take note, O world,<br>To be direct and honest is not safe.	<i>Othello</i>, Act III Scene 3
34086163	But this denoted a foregone conclusion.	<i>Othello</i>, Act III Scene 3
34086164	Swell, bosom, with thy fraught,<br>For't is of aspics' tongues!	<i>Othello</i>, Act III Scene 3
34086165	Our new heraldry is hands, not hearts.	<i>Othello</i>, Act III Scene 4
34086166	To beguile many, and be beguil'd by one.	<i>Othello</i>, Act IV Scene 1
34086167	They laugh that win.	<i>Othello</i>, Act IV Scene 1
34086168	But yet the pity of it, Iago! O Iago, the pity of it, Iago!	<i>Othello</i>, Act IV Scene 1
34086169	I understand a fury in your words,<br>But not the words.	<i>Othello</i>, Act IV Scene 2
34086170	Steep'd me in poverty to the very lips.	<i>Othello</i>, Act IV Scene 2
34086171	But, alas, to make me<br>A fixed figure for the time of scorn<br>To point his slow unmoving finger	<i>Othello</i>, Act IV Scene 2
34086172	Patience, thou young and rose-lipp'd cherubin.	<i>Othello</i>, Act IV Scene 2
34086173	O thou weed,<br>Who art so lovely fair and smell'st so sweet<br>That the sense aches at thee, would thou hadst ne'er been born.	<i>Othello</i>, Act IV Scene 2
34086174	O Heaven, that such companions thou'ldst unfold,<br>And put in every honest hand a whip<br>To lash the rascals naked through the world!	<i>Othello</i>, Act IV Scene 2
34086175	'T is neither here nor there.	<i>Othello</i>, Act IV Scene 3
34086176	It makes us or it mars us.	<i>Othello</i>, Act V Scene 1
34086177	Every way makes my gain.	<i>Othello</i>, Act V Scene 1
34086178	He hath a daily beauty in his life.	<i>Othello</i>, Act V Scene 1
34086179	This is the night<br>That either makes me or fordoes me quite.	<i>Othello</i>, Act V Scene 1
34086180	And smooth as monumental alabaster.	<i>Othello</i>, Act V Scene 2
34086181	So sweet was ne'er so fatal.	<i>Othello</i>, Act V Scene 2
34086182	Had all his hairs been lives, my great revenge<br>Had stomach for them all.	<i>Othello</i>, Act V Scene 2
34086183	One entire and perfect chrysolite.	<i>Othello</i>, Act V Scene 2
34086184	Curse his better angel from his side,<br>And fall to reprobation.	<i>Othello</i>, Act V Scene 2
34086185	Every puny whipster.	<i>Othello</i>, Act V Scene 2
34086186	Man but a rush against Othello's breast,<br>And he retires.	<i>Othello</i>, Act V Scene 2
34086187	I took by the throat the circumcised dog,<br>And smote him, thus.	<i>Othello</i>, Act V Scene 2
34086188	There's beggary in the love that can be reckon'd.	<i>Antony and Cleopatra</i>, Act I Scene 1
34086189	On the sudden<br>A Roman thought hath struck him.	<i>Antony and Cleopatra</i>, Act I Scene 2
34086190	This grief is crowned with consolation.	<i>Antony and Cleopatra</i>, Act I Scene 2
34086191	Give me to drink mandragora.	<i>Antony and Cleopatra</i>, Act I Scene 5
34086192	Where's my serpent of old Nile?	<i>Antony and Cleopatra</i>, Act I Scene 5
34086193	A morsel for a monarch.	<i>Antony and Cleopatra</i>, Act I Scene 5
34086194	My salad days,<br>When I was green in judgment.	<i>Antony and Cleopatra</i>, Act I Scene 5
34086195	Epicurean cooks<br>Sharpen with cloyless sauce his appetite.	<i>Antony and Cleopatra</i>, Act II Scene 1
34086196	Small to greater matters must give way.	<i>Antony and Cleopatra</i>, Act II Scene 2
34086197	Age cannot wither her, nor custom stale<br>Her infinite variety.	<i>Antony and Cleopatra</i>, Act II Scene 2
34086198	I have not kept my square; but that to come<br>Shall all be done by the rule.	<i>Antony and Cleopatra</i>, Act II Scene 3
34086199	'T was merry when<br>You wager'd on your angling; when your diver<br>Did hang a salt-fish on his hook, which he<br>With fervency drew up.	<i>Antony and Cleopatra</i>, Act II Scene 5
34086200	Come, thou monarch of the vine,<br>Plumpy Bacchus with pink eyne!	<i>Antony and Cleopatra</i>, Act II Scene 7
34086201	Who does i' the wars more than his captain can<br>Becomes his captain's captain; and ambition,<br>The soldier's virtue, rather makes choice of loss,<br>Than gain which darkens him.	<i>Antony and Cleopatra</i>, Act III Scene 1
34086202	He wears the rose<br>Of youth upon him.	<i>Antony and Cleopatra</i>, Act III Scene 13
34086203	Men's judgments are<br>A parcel of their fortunes; and things outward<br>Do draw the inward quality after them,<br>To suffer all alike.	<i>Antony and Cleopatra</i>, Act III Scene 13
34086204	To business that we love we rise betime,<br>And go to't with delight.	<i>Antony and Cleopatra</i>, Act IV Scene 4
34086205	This morning, like the spirit of a youth<br>That means to be of note, begins betimes.	<i>Antony and Cleopatra</i>, Act IV Scene 4
34086206	The shirt of Nessus is upon me.	<i>Antony and Cleopatra</i>, Act IV Scene 12
34086207	Sometime we see a cloud that's dragonish;<br>A vapour sometime like a bear or lion,<br>A tower'd citadel, a pendent rock,<br>A forked mountain, or blue promontory<br>With trees upon't.	<i>Antony and Cleopatra</i>, Act IV Scene 14
34086208	That which is now a horse, even with a thought<br>The rack dislimns, and makes it indistinct,<br>As water is in water.	<i>Antony and Cleopatra</i>, Act IV Scene 14
34086209	Since Cleopatra died,<br>I have liv'd in such dishonour that the gods<br>Detest my baseness.	<i>Antony and Cleopatra</i>, Act IV Scene 14
34086210	I am dying, Egypt, dying.	<i>Antony and Cleopatra</i>, Act IV Scene 15
34086211	O, wither'd is the garland of the war,<br>The soldier's pole is fallen.	<i>Antony and Cleopatra</i>, Act IV Scene 15
34086212	Let's do it after the high Roman fashion.	<i>Antony and Cleopatra</i>, Act IV Scene 15
34086213	For his bounty,<br>There was no winter in't; an autumn't was<br>That grew the more by reaping.	<i>Antony and Cleopatra</i>, Act V Scene 2
34086214	If there be, or ever were, one such,<br>It's past the size of dreaming.	<i>Antony and Cleopatra</i>, Act V Scene 2
34086215	Mechanic slaves<br>With greasy aprons, rules, and hammers.	<i>Antony and Cleopatra</i>, Act V Scene 2
34086216	I have<br>Immortal longings in me.	<i>Antony and Cleopatra</i>, Act V Scene 2
34086217	Lest the bargain should catch cold and starve.	<i>Cymbeline</i>, Act I Scene 4
34086218	Hath his bellyful of fighting.	<i>Cymbeline</i>, Act II Scene 1
34086219	How bravely thou becomest thy bed, fresh lily.	<i>Cymbeline</i>, Act II Scene 2
34086220	The most patient man in loss, the most coldest that ever turned up ace.	<i>Cymbeline</i>, Act II Scene 3
34086221	Hark, hark! the lark at heaven's gate sings,<br>  And Ph£bus'gins arise,	<i>Cymbeline</i>, Act II Scene 3
34086222	As chaste as unsunn'd snow.	<i>Cymbeline</i>, Act II Scene 5
34086223	Some griefs are medicinable.	<i>Cymbeline</i>, Act III Scene 2
34086224	Prouder than rustling in unpaid-for silk.	<i>Cymbeline</i>, Act III Scene 3
34086225	So slippery that<br>The fear's as bad as falling.	<i>Cymbeline</i>, Act III Scene 3
34086226	The game is up.	<i>Cymbeline</i>, Act III Scene 3
34086227	No,'t is slander,<br>Whose edge is sharper than the sword, whose tongue<br>Outvenoms all the worms of Nile, whose breath<br>Rides on the posting winds, and doth belie<br>All corners of the world.	<i>Cymbeline</i>, Act III Scene 4
34086228	Some jay of Italy,<br>Whose mother was her painting, hath betray'd him:<br>Poor I am stale, a garment out of fashion.	<i>Cymbeline</i>, Act III Scene 4
34086229	It is no act of common passage, but<br>A strain of rareness.	<i>Cymbeline</i>, Act III Scene 4
34086230	I have not slept one wink.	<i>Cymbeline</i>, Act III Scene 4
34086231	Thou art all the comfort<br>The gods will diet me with.	<i>Cymbeline</i>, Act III Scene 4
34086232	Weariness<br>Can snore upon the flint, when resty sloth<br>Finds the down pillow hard.	<i>Cymbeline</i>, Act III Scene 6
34086233	An angel! or, if not,<br>An earthly paragon!	<i>Cymbeline</i>, Act III Scene 6
34086234	Triumphs for nothing and lamenting toys<br>Is jollity for apes and grief for boys.	<i>Cymbeline</i>, Act IV Scene 2
34086235	And put<br>My clouted brogues from off my feet.	<i>Cymbeline</i>, Act IV Scene 2
34086236	Golden lads and girls all must,<br>As chimney-sweepers, come to dust.	<i>Cymbeline</i>, Act IV Scene 2
34086237	O, never say hereafter<br>But I am truest speaker. You call'd me brother<br>When I was but your sister.	<i>Cymbeline</i>, Act V Scene 5
34086238	Like an arrow shot<br>From a well-experienc'd archer hits the mark<br>His eye doth level at.	<i>Pericles</i>, Act I Scene 1
34086239	3 Fish. Master, I marvel how the fishes live in the sea.<br>1 Fish. Why, as men do a-land: the great ones eat up the little ones.	<i>Pericles</i>, Act II Scene 1
34086240	Bid me discourse, I will enchant thine ear.	<i>Venus and Adonis</i>
34086241	For he being dead, with him is beauty slain,<br>And, beauty dead, black chaos comes again.	<i>Venus and Adonis</i>
34086242	The grass stoops not, she treads on it so light.	<i>Venus and Adonis</i>
34086243	For greatest scandal waits on greatest state.	<i>Rape of Lucrece</i>
34086244	Thou art thy mother's glass, and she in thee<br>Calls back the lovely April of her prime.	<i>Sonnet III</i>
34086245	And stretched metre of an antique song.	<i>Sonnet XVII</i>
