WorkID	ChapterID	Section	Chapter	Description
rapelucrece	25492	1	0	Dedication
rapelucrece	25493	1	1	The Argument
rapelucrece	25494	1	2	The Rape of Lucrece
richard2	25495	1	1	London. KING RICHARD II's palace.
richard2	25496	1	2	The DUKE OF LANCASTER'S palace.
richard2	25497	1	3	The lists at Coventry.
richard2	25498	1	4	The court.
richard2	25499	2	1	Ely House.
richard2	25500	2	2	The palace.
richard2	25501	2	3	Wilds in Gloucestershire.
richard2	25502	2	4	A camp in Wales.
richard2	25503	3	1	Bristol. Before the castle.
richard2	25504	3	2	The coast of Wales. A castle in view.
richard2	25505	3	3	Wales. Before Flint castle.
richard2	25506	3	4	LANGLEY. The DUKE OF YORK's garden.
richard2	25507	4	1	Westminster Hall.
richard2	25508	5	1	London. A street leading to the Tower.
richard2	25509	5	2	The DUKE OF YORK's palace.
richard2	25510	5	3	A royal palace.
richard2	25511	5	4	The same.
richard2	25512	5	5	Pomfret castle.
richard2	25513	5	6	Windsor castle.
richard3	25514	1	1	London. A street.
richard3	25515	1	2	The same. Another street.
richard3	25516	1	3	The palace.
richard3	25517	1	4	London. The Tower.
richard3	25518	2	1	London. The palace.
richard3	25519	2	2	The palace.
richard3	25520	2	3	London. A street.
richard3	25521	2	4	London. The palace.
richard3	25522	3	1	London. A street.
richard3	25523	3	2	Before Lord Hastings' house.
richard3	25524	3	3	Pomfret Castle.
richard3	25525	3	4	The Tower of London.
richard3	25526	3	5	The Tower-walls.
richard3	25527	3	6	The same.
richard3	25528	3	7	Baynard's Castle.
richard3	25529	4	1	Before the Tower.
richard3	25530	4	2	London. The palace.
richard3	25531	4	3	The same.
richard3	25532	4	4	Before the palace.
richard3	25533	4	5	Lord Derby's house.
richard3	25534	5	1	Salisbury. An open place.
richard3	25535	5	2	The camp near Tamworth.
richard3	25536	5	3	Bosworth Field.
richard3	25537	5	4	Another part of the field.
richard3	25538	5	5	Another part of the field.
romeojuliet	25539	0	1	Verona: Mantua.
romeojuliet	25540	1	1	Verona. A public place.
romeojuliet	25541	1	2	A street.
romeojuliet	25542	1	3	A room in Capulet's house.
romeojuliet	25543	1	4	A street.
romeojuliet	25544	1	5	A hall in Capulet's house.
romeojuliet	25545	2	0	Prologue.
romeojuliet	25546	2	1	A lane by the wall of Capulet's orchard.
romeojuliet	25547	2	2	Capulet's orchard.
romeojuliet	25548	2	3	Friar Laurence's cell.
romeojuliet	25549	2	4	A street.
romeojuliet	25550	2	5	Capulet's orchard.
romeojuliet	25551	2	6	Friar Laurence's cell.
romeojuliet	25552	3	1	A public place.
romeojuliet	25553	3	2	Capulet's orchard.
romeojuliet	25554	3	3	Friar Laurence's cell.
romeojuliet	25555	3	4	A room in Capulet's house.
romeojuliet	25556	3	5	Capulet's orchard.
romeojuliet	25557	4	1	Friar Laurence's cell.
romeojuliet	25558	4	2	Hall in Capulet's house.
romeojuliet	25559	4	3	Juliet's chamber.
romeojuliet	25560	4	4	Hall in Capulet's house.
romeojuliet	25561	4	5	Juliet's chamber.
romeojuliet	25562	5	1	Mantua. A street.
romeojuliet	25563	5	2	Friar Laurence's cell.
romeojuliet	25564	5	3	A churchyard; in it a tomb belonging to the Capulets.
sonnets	25565	1	1	---
sonnets	25566	1	2	---
sonnets	25567	1	3	---
sonnets	25568	1	4	---
sonnets	25569	1	5	---
sonnets	25570	1	6	---
sonnets	25571	1	7	---
sonnets	25572	1	8	---
sonnets	25573	1	9	---
sonnets	25574	1	10	---\n
sonnets	25575	1	11	---\n
sonnets	25576	1	12	---\n
sonnets	25577	1	13	---\n
sonnets	25578	1	14	---\n
sonnets	25579	1	15	---\n
sonnets	25580	1	16	---\n
sonnets	25581	1	17	---\n
sonnets	25582	1	18	---\n
sonnets	25583	1	19	---\n
sonnets	25584	1	20	---\n
sonnets	25585	1	21	---\n
sonnets	25586	1	22	---\n
sonnets	25587	1	23	---\n
sonnets	25588	1	24	---\n
sonnets	25589	1	25	---\n
sonnets	25590	1	26	---\n
sonnets	25591	1	27	---\n
sonnets	25592	1	28	---\n
sonnets	25593	1	29	---\n
sonnets	25594	1	30	---\n
sonnets	25595	1	31	---\n
sonnets	25596	1	32	---\n
sonnets	25597	1	33	---\n
sonnets	25598	1	34	---\n
sonnets	25599	1	35	---\n
sonnets	25600	1	36	---\n
sonnets	25601	1	37	---\n
sonnets	25602	1	38	---\n
sonnets	25603	1	39	---\n
sonnets	25604	1	40	---\n
sonnets	25605	1	41	---\n
sonnets	25606	1	42	---\n
sonnets	25607	1	43	---\n
sonnets	25608	1	44	---\n
sonnets	25609	1	45	---\n
sonnets	25610	1	46	---\n
sonnets	25611	1	47	---\n
sonnets	25612	1	48	---\n
sonnets	25613	1	49	---\n
sonnets	25614	1	50	---\n
sonnets	25615	1	51	---\n
sonnets	25616	1	52	---\n
sonnets	25617	1	53	---\n
sonnets	25618	1	54	---\n
sonnets	25619	1	55	---\n
sonnets	25620	1	56	---\n
sonnets	25621	1	57	---\n
sonnets	25622	1	58	---\n
sonnets	25623	1	59	---\n
sonnets	25624	1	60	---\n
sonnets	25625	1	61	---\n
sonnets	25626	1	62	---\n
sonnets	25627	1	63	---\n
sonnets	25628	1	64	---\n
sonnets	25629	1	65	---\n
sonnets	25630	1	66	---\n
sonnets	25631	1	67	---\n
sonnets	25632	1	68	---\n
sonnets	25633	1	69	---\n
sonnets	25634	1	70	---\n
sonnets	25635	1	71	---\n
sonnets	25636	1	72	---\n
sonnets	25637	1	73	---\n
sonnets	25638	1	74	---\n
sonnets	25639	1	75	---\n
sonnets	25640	1	76	---\n
sonnets	25641	1	77	---\n
sonnets	25642	1	78	---\n
sonnets	25643	1	79	---\n
sonnets	25644	1	80	---\n
sonnets	25645	1	81	---\n
sonnets	25646	1	82	---\n
sonnets	25647	1	83	---\n
sonnets	25648	1	84	---\n
sonnets	25649	1	85	---\n
sonnets	25650	1	86	---\n
sonnets	25651	1	87	---\n
sonnets	25652	1	88	---\n
sonnets	25653	1	89	---\n
sonnets	25654	1	90	---\n
sonnets	25655	1	91	---\n
sonnets	25656	1	92	---\n
sonnets	25657	1	93	---\n
sonnets	25658	1	94	---\n
sonnets	25659	1	95	---\n
sonnets	25660	1	96	---\n
sonnets	25661	1	97	---\n
sonnets	25662	1	98	---\n
sonnets	25663	1	99	---\n
sonnets	25664	1	100	---\n
sonnets	25665	1	101	---\n
sonnets	25666	1	102	---\n
sonnets	25667	1	103	---\n
sonnets	25668	1	104	---\n
sonnets	25669	1	105	---\n
sonnets	25670	1	106	---\n
sonnets	25671	1	107	---\n
sonnets	25672	1	108	---\n
sonnets	25673	1	109	---\n
sonnets	25674	1	110	---\n
sonnets	25675	1	111	---\n
sonnets	25676	1	112	---\n
sonnets	25677	1	113	---\n
sonnets	25678	1	114	---\n
sonnets	25679	1	115	---\n
sonnets	25680	1	116	---\n
sonnets	25681	1	117	---\n
sonnets	25682	1	118	---\n
sonnets	25683	1	119	---\n
sonnets	25684	1	120	---\n
sonnets	25685	1	121	---\n
sonnets	25686	1	122	---\n
sonnets	25687	1	123	---\n
sonnets	25688	1	124	---\n
sonnets	25689	1	125	---\n
sonnets	25690	1	126	---\n
sonnets	25691	1	127	---\n
sonnets	25692	1	128	---\n
sonnets	25693	1	129	---\n
sonnets	25694	1	130	---\n
sonnets	25695	1	131	---\n
sonnets	25696	1	132	---\n
sonnets	25697	1	133	---\n
sonnets	25698	1	134	---\n
sonnets	25699	1	135	---\n
sonnets	25700	1	136	---\n
sonnets	25701	1	137	---\n
sonnets	25702	1	138	---\n
sonnets	25703	1	139	---\n
sonnets	25704	1	140	---\n
sonnets	25705	1	141	---\n
sonnets	25706	1	142	---\n
sonnets	25707	1	143	---\n
sonnets	25708	1	144	---\n
sonnets	25709	1	145	---\n
sonnets	25710	1	146	---\n
sonnets	25711	1	147	---\n
sonnets	25712	1	148	---\n
sonnets	25713	1	149	---\n
sonnets	25714	1	150	---\n
sonnets	25715	1	151	---\n
sonnets	25716	1	152	---\n
sonnets	25717	1	153	---\n
sonnets	25718	1	154	---\n
tamingshrew	25719	0	1	Before an alehouse on a heath
tamingshrew	25720	0	2	A bedchamber in the LORD'S house
tamingshrew	25721	1	1	Padua. A public place
tamingshrew	25722	1	2	Padua. Before HORTENSIO'S house
tamingshrew	25723	2	1	Padua. BAPTISTA'S house
tamingshrew	25724	3	1	Padua. BAPTISTA'S house
tamingshrew	25725	3	2	Padua. Before BAPTISTA'S house
tamingshrew	25726	4	1	PETRUCHIO'S country house
tamingshrew	25727	4	2	Padua. Before BAPTISTA'S house
tamingshrew	25728	4	3	PETRUCHIO'S house
tamingshrew	25729	4	4	Padua. Before BAPTISTA'S house
tamingshrew	25730	4	5	A public road
tamingshrew	25731	5	1	Padua. Before LUCENTIO'S house
tamingshrew	25732	5	2	LUCENTIO'S house
tempest	25733	1	1	On a ship at sea: a tempestuous noise
tempest	25734	1	2	The island. Before PROSPERO'S cell.
tempest	25735	2	1	Another part of the island.
tempest	25736	2	2	Another part of the island.
tempest	25737	3	1	Before PROSPERO'S Cell.
tempest	25738	3	2	Another part of the island.
tempest	25739	3	3	Another part of the island.
tempest	25740	4	1	Before PROSPERO'S cell.
tempest	25741	5	1	Before PROSPERO'S cell.
timonathens	25742	1	1	Athens. A hall in Timon's house.
timonathens	25743	1	2	A banqueting-room in Timon's house.
timonathens	25744	2	1	A Senator's house.
timonathens	25745	2	2	The same. A hall in Timon's house.
timonathens	25746	3	1	A room in Lucullus' house.
timonathens	25747	3	2	A public place.
timonathens	25748	3	3	A room in Sempronius' house.
timonathens	25749	3	4	The same. A hall in Timon's house.
timonathens	25750	3	5	The same. The senate-house. The Senate sitting.
timonathens	25751	3	6	The same. A banqueting-room in Timon's house.
timonathens	25752	4	1	Without the walls of Athens.
timonathens	25753	4	2	Athens. A room in Timon's house.
timonathens	25754	4	3	Woods and cave, near the seashore.
timonathens	25755	5	1	The woods. Before Timon's cave.
timonathens	25756	5	2	Before the walls of Athens.
timonathens	25757	5	3	The woods. Timon's cave, and a rude tomb seen.
timonathens	25758	5	4	Before the walls of Athens.
titus	25759	1	1	Rome. Before the Capitol.
titus	25760	2	1	Rome. Before the Palace.
titus	25761	2	2	A forest near Rome. Horns and cry of hounds heard.
titus	25762	2	3	A lonely part of the forest.
titus	25763	2	4	Another part of the forest.
titus	25764	3	1	Rome. A street.
titus	25765	3	2	A room in Titus's house. A banquet set out.
titus	25766	4	1	Rome. Titus's garden.
titus	25767	4	2	The same. A room in the palace.
titus	25768	4	3	The same. A public place.
titus	25769	4	4	The same. Before the palace.
titus	25770	5	1	Plains near Rome.
titus	25771	5	2	Rome. Before TITUS's house.
titus	25772	5	3	Court of TITUS's house. A banquet set out.
troilus	25773	1	0	Prologue.
troilus	25774	1	1	Troy. Before Priam's palace.
troilus	25775	1	2	The Same. A street.
troilus	25776	1	3	The Grecian camp. Before Agamemnon's tent.
troilus	25777	2	1	A part of the Grecian camp.
troilus	25778	2	2	Troy. A room in Priam's palace.
troilus	25779	2	3	The Grecian camp. Before Achilles' tent.
troilus	25780	3	1	Troy. Priam's palace.
troilus	25781	3	2	The same. Pandarus' orchard.
troilus	25782	3	3	The Grecian camp. Before Achilles' tent.
troilus	25783	4	1	Troy. A street.
troilus	25784	4	2	The same. Court of Pandarus' house.
troilus	25785	4	3	The same. Street before Pandarus' house.
troilus	25786	4	4	The same. Pandarus' house.
troilus	25787	4	5	The Grecian camp. Lists set out.
troilus	25788	5	1	The Grecian camp. Before Achilles' tent.
troilus	25789	5	2	The same. Before Calchas' tent.
troilus	25790	5	3	Troy. Before Priam's palace.
troilus	25791	5	4	Plains between Troy and the Grecian camp.
troilus	25792	5	5	Another part of the plains.
troilus	25793	5	6	Another part of the plains.
troilus	25794	5	7	Another part of the plains.
troilus	25795	5	8	Another part of the plains.
troilus	25796	5	9	Another part of the plains.
troilus	25797	5	10	Another part of the plains.\n
12night	25798	1	1	DUKE ORSINO's palace.
12night	25799	1	2	The sea-coast.
12night	25800	1	3	OLIVIA'S house.
12night	25801	1	4	DUKE ORSINO's palace.
12night	25802	1	5	OLIVIA'S house.
12night	25803	2	1	The sea-coast.
12night	25804	2	2	A street.
12night	25805	2	3	OLIVIA's house.
12night	25806	2	4	DUKE ORSINO's palace.
12night	25807	2	5	OLIVIA's garden.
12night	25808	3	1	OLIVIA's garden.
12night	25809	3	2	OLIVIA's house.
12night	25810	3	3	A street.
12night	25811	3	4	OLIVIA's garden.
12night	25812	4	1	Before OLIVIA's house.
12night	25813	4	2	OLIVIA's house.
12night	25814	4	3	OLIVIA's garden.
12night	25815	5	1	Before OLIVIA's house.
twogents	25816	1	1	Verona. An open place.
twogents	25817	1	2	The same. Garden of JULIA's house.
twogents	25818	1	3	The same. ANTONIO's house.
twogents	25819	2	1	Milan. The DUKE's palace.
twogents	25820	2	2	Verona. JULIA'S house.
twogents	25821	2	3	The same. A street.
twogents	25822	2	4	Milan. The DUKE's palace.
twogents	25823	2	5	The same. A street.
twogents	25824	2	6	The same. The DUKE'S palace.
twogents	25825	2	7	Verona. JULIA'S house.
twogents	25826	3	1	Milan. The DUKE's palace.
twogents	25827	3	2	The same. The DUKE's palace.
twogents	25828	4	1	The frontiers of Mantua. A forest.
twogents	25829	4	2	Milan. Outside the DUKE's palace, under SILVIA's chamber.
twogents	25830	4	3	The same.
twogents	25831	4	4	The same.
twogents	25832	5	1	Milan. An abbey.
twogents	25833	5	2	The same. The DUKE's palace.
twogents	25834	5	3	The frontiers of Mantua. The forest.
twogents	25835	5	4	Another part of the forest.
venusadonis	25836	1	0	Dedication.
venusadonis	25837	1	1	Venus and Adonis.
winterstale	25838	1	1	Antechamber in LEONTES' palace.
winterstale	25839	1	2	A room of state in the same.
winterstale	25840	2	1	A room in LEONTES' palace.
winterstale	25841	2	2	A prison.
winterstale	25842	2	3	A room in LEONTES' palace.
winterstale	25843	3	1	A sea-port in Sicilia.
winterstale	25844	3	2	A court of Justice.
winterstale	25845	3	3	Bohemia. A desert country near the sea.
winterstale	25846	4	1	Chorus as Time speaks.
winterstale	25847	4	2	Bohemia. The palace of POLIXENES.
winterstale	25848	4	3	A road near the Shepherd's cottage.
winterstale	25849	4	4	The Shepherd's cottage.
winterstale	25850	5	1	A room in LEONTES' palace.
winterstale	25851	5	2	Before LEONTES' palace.
winterstale	25852	5	3	A chapel in PAULINA'S house.
